3100,86,1624.958231
4230,151,2520.657386
5360,240,3238.359313
6490,353,3737.767778
7620,479,4207.992380
8750,630,4936.928334
9880,800,5766.109101
11010,993,6428.429666
12140,1207,7182.791187
13270,1436,7857.065132
14400,1700,8548.341938
